# Run 6: x_init=0.303, y_init=0.219, heading_init=-0.388, lightX=0.101, lightY=0.446
timeStep,x,y,heading,sensorLeft,sensorMid,sensorRight,lightSensor,wheelLeft,wheelRight,state
187,0.247262,0.354196,154.415802,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
188,0.238382,0.349598,157.557388,0.000000,0.000000,0.000000,0.028032,0.500000,-0.500000,TURN_RIGHT
189,0.247262,0.354195,160.698975,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
190,0.238382,0.349598,163.840561,0.000000,0.000000,0.000000,0.028032,0.500000,-0.500000,TURN_RIGHT
191,0.247262,0.354195,166.982147,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
192,0.238382,0.349598,170.123734,0.000000,0.000000,0.000000,0.028032,0.500000,-0.500000,TURN_RIGHT
193,0.247262,0.354195,173.265320,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
194,0.238382,0.349598,176.406906,0.000000,0.000000,0.000000,0.028032,0.500000,-0.500000,TURN_RIGHT
195,0.247263,0.354195,179.548492,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
196,0.238382,0.349598,182.690079,0.000000,0.000000,0.000000,0.028032,0.500000,-0.500000,TURN_RIGHT
197,0.247263,0.354195,185.831665,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
198,0.238382,0.349598,188.973251,0.000000,0.000000,0.000000,0.028032,0.500000,-0.500000,TURN_RIGHT
199,0.247263,0.354195,192.114838,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
200,0.238382,0.349598,195.256424,0.000000,0.000000,0.000000,0.028032,0.500000,-0.500000,TURN_RIGHT
201,0.247263,0.354195,198.398010,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
202,0.238382,0.349598,201.539597,0.000000,0.000000,0.000000,0.028032,0.500000,-0.500000,TURN_RIGHT
203,0.247263,0.354195,204.681183,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
204,0.238382,0.349598,207.822769,0.000000,0.000000,0.000000,0.028031,0.500000,-0.500000,TURN_RIGHT
205,0.247263,0.354195,210.964355,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
206,0.238382,0.349598,210.768005,0.000000,0.000000,0.000000,0.028031,0.178749,0.241251,SEEK_LIGHT
207,0.228775,0.346822,210.598297,0.000000,0.000000,0.000000,0.026036,0.182989,0.237011,SEEK_LIGHT
208,0.218837,0.345708,210.450974,0.000000,0.000000,0.000000,0.023826,0.186554,0.233446,SEEK_LIGHT
209,0.208843,0.346066,210.322540,0.000000,0.000000,0.002000,0.021509,0.189560,0.230440,SEEK_LIGHT
210,0.198978,0.347700,210.210037,0.000000,0.000000,0.261996,0.019163,0.192095,0.227905,SEEK_LIGHT
211,0.189358,0.350432,210.524200,0.000000,0.000000,0.409998,0.016851,0.700000,0.600000,WALL_FOLLOW_RIGHT
212,0.179365,0.350057,210.357513,0.000000,0.000000,0.000000,0.015265,0.183471,0.236529,SEEK_LIGHT
213,0.169449,0.351345,210.210190,0.000000,0.000000,0.269996,0.013573,0.186552,0.233448,SEEK_LIGHT
214,0.159828,0.354075,210.524353,0.000000,0.000000,0.452999,0.011849,0.700000,0.600000,WALL_FOLLOW_RIGHT
215,0.149836,0.353699,210.321762,0.000000,0.000000,0.000000,0.010851,0.177757,0.242243,SEEK_LIGHT
216,0.139971,0.355341,210.635925,0.009999,0.006999,0.372998,0.009694,0.700000,0.600000,WALL_FOLLOW_RIGHT
217,0.130082,0.353854,210.380554,0.000000,0.075997,0.073997,0.009302,0.169357,0.250643,SEEK_LIGHT
218,0.120139,0.354914,210.153336,0.133995,0.146995,0.294996,0.008638,0.173838,0.246162,SEEK_LIGHT
219,0.110689,0.358186,207.011749,0.217995,0.172994,0.534000,0.007789,-0.500000,0.500000,TURN_LEFT
220,0.120139,0.354914,203.870163,0.000000,0.000000,0.000000,0.008638,-0.500000,0.500000,TURN_LEFT
221,0.110689,0.358186,200.728577,0.217995,0.172994,0.534000,0.007789,-0.500000,0.500000,TURN_LEFT
222,0.120139,0.354914,197.586990,0.000000,0.000000,0.000000,0.008638,-0.500000,0.500000,TURN_LEFT
